﻿eid,title,title_en,description,description_en,latitude,longitude,type,start,stop,contributor
788059,"อุบัติเหตุ ถนนท่าดินแดง","Accident at Tha Din Daeng Rd.","ถนนท่าดินแดง บริเวณ แยกท่าดินแดง มีอุบัติเหตุ จยย. ชนกับ รถแท็กซี่ มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Cars accident blocking traffic lane at Tha Din Daeng Intersection on Tha Din Daeng Rd.

Cr.ศูนย์ชาลีกรุงเทพ",13.732243410238,100.50220280886,3,"2023-01-01 09:03:59","2023-01-01 10:03:59",itic.kittaya@gmail.com
788060,"อุบัติเหตุ ถนนลาดพร้าว ขาออก","Accident at Lad Phrao Rd.","ถนนลาดพร้าว ขาออก ตรงข้าม ซอยลาดพร้าว 48 มีอุบัติเหตุ จยย. ชนกับ รถตู้  มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Cars accident blocking traffic lane opposite Soi Ladphrao 48 on outbound Lad Phrao Rd.

Cr.ศูนย์ชาลีกรุงเทพ",13.79845644663,100.58742061257,3,"2023-01-01 09:11:22","2023-01-01 10:11:22",itic.kittaya@gmail.com
788061,"รถเสีย ถนนวิภาวดีรังสิต ขาออก","Car breakdown at Vibhavadi Rangsit Rd.","ถนนวิภาวดีรังสิต ขาออก ก่อนถึง `วัดเสมียนนารี` 100 เมตร มี (รถจอดเสีย) กีดขวางการจราจร เลนซ้าย ในช่องคู่ขนาน

Cr.@Traffic_1197","Car breakdown blocking the left lane, 100 m. before Wat Samian Nari on outbound Vibhavadi Rangsit Rd.

Cr.@Traffic_1197",13.836868906185,100.55704057217,1,"2023-01-01 09:15:52","2023-01-01 10:15:52",itic.kittaya@gmail.com
788062,"อุบัติเหตุ ถนนราชปรารภ","Accident at Ratchaprarop Rd.","ถนนราชปรารภ หน้า โรงแรมอินทรา มีอุบัติเหตุ จยย. ชนกัน มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Motorcycles accident blocking traffic lane in front of Intra Hotel at Ratchaprarop Rd.

Cr.ศูนย์ชาลีกรุงเทพ",13.753232699712,100.54168224335,3,"2023-01-01 09:44:12","2023-01-01 10:44:12",itic.kittaya@gmail.com
788063,"รถเสีย ถนนรังสิต-นครนายก ขาเข้า","Car breakdown at Rangsit-Nakon Nayok Rd.","ถนนรังสิต-นครนายก ขาเข้า ตรงข้าม โลตัส คลอง 7 มีรถจอดเสีย กีดขวางการจราจร เลนซ้าย

Cr.FM91trafficpro","Car breakdown blocking the left lane opposite Lotus Khlong 7 on inbound Rangsit-Nakon Nayok Rd.

Cr.FM91trafficpro",14.032953709181,100.7666914165,1,"2023-01-01 10:26:04","2023-01-01 11:26:04",itic.kittaya@gmail.com
788064,"คืบหน้ารถเสีย ปากซอยรามอินทรา 7 (ซอยปราโมชวิทยา)","Car breakdown at Soi Rarm Intra 7 (Soi Pramot Witthaya)","คืบหน้ารถจอดเสีย ปากซอยรามอินทรา 7 ล่าสุด จนท.เคลื่อนย้ายพ้นกีดขวางแล้ว

Cr.@Traffic_1197","Update car breakdown was moved out of locale at the entrance of Soi Rarm Intra 7.

Cr.@Traffic_1197",13.869189530765,100.60619473457,1,"2023-01-01 10:51:39","2023-01-01 11:51:39",itic.kittaya@gmail.com
788065,"อุบัติเหตุ จอมทอง 3 (ซอยภาณุมาภรณ์)","Accident at Chom Thong 3 (Soi Phanumapon)","ปากซอยจอมทอง 3 มีอุบัติเหตุ จยย. ชนกับ รถนั่งส่วนบุคคล มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Cars accident blocking traffic lane at the entrance of Soi Chom Thong 3.

Cr.ศูนย์ชาลีกรุงเทพ",13.695089378603,100.47828018665,3,"2023-01-01 10:55:43","2023-01-01 11:55:43",itic.kittaya@gmail.com
788066,"อุบัติเหตุ ทางหลวงแผ่นดินหมายเลข 321","Accident at National Highway 321","ทางหลวงแผ่นดินหมายเลข 321 บริเวณทางเข้า วัดปทุมทอง สุทธาราม มีอุบัติเหตุ จยย. ชนกับ รถนั่งส่วนบุคคล มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Cars accident blocking traffic lane at the entrance of Wat Pathumthong Suttharam on National Highway 321.

Cr.ศูนย์ชาลีกรุงเทพ",14.11521928845,99.986568242311,3,"2023-01-01 11:00:26","2023-01-01 12:00:26",itic.kittaya@gmail.com
788067,"อุบัติเหตุ ปากซอยโชคชัย 4 ซอย 86","Accident at Soi Chok Chai 4 Soi 86","ปากซอยโชคชัย 4 ซอย 86 มีอุบัติเหตุ จยย. ชนกับ รถกระบะ มีผู้ได้รับบาดเจ็บ 4 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Cars accident blocking traffic lane at the entrance of Soi Chok Chai 4 Soi 86.

Cr.ศูนย์ชาลีกรุงเทพ",13.825025219091,100.59560269117,3,"2023-01-01 11:01:45","2023-01-01 12:01:45",itic.kittaya@gmail.com
788068,"คืบหน้ารถเสีย ถนนวิภาวดีรังสิต ขาออก","Car breakdown at Vibhavadi Rangsit Rd.","คืบหน้ารถจอดเสีย ในช่องคู่ขนาน ถนนวิภาวดีรังสิต ขาออก ก่อนถึง `วัดเสมียนนารี` 100 เมตร ขณะนี้ จนท.เคลื่อนย้ายพ้นกีดขวางแล้ว

Cr.@Traffic_1197","Update car breakdown was moved out of locale, 100 m. before Wat Samian Nari on outbound Vibhavadi Rangsit Rd.

Cr.@Traffic_1197",13.836870208371,100.55704593658,1,"2023-01-01 11:05:18","2023-01-01 12:05:18",itic.kittaya@gmail.com
788069,"อุบัติเหตุ ถนนประชาธิปไตย","Accident at Prachathippatai Rd.","ถนนประชาธิปไตย บริเวณหลัง กองบัญชาการกองทัพบก มีอุบัติเหตุ รถประจำทาง ชนคน มีผู้ได้รับบาดเจ็บ

Cr.ศูนย์ชาลีกรุงเทพ","Car accident blocking traffic lane behind The Commander Royal Thai Army Office on Prachathippatai Rd.

Cr.ศูนย์ชาลีกรุงเทพ",13.76301411849,100.50469726324,3,"2023-01-01 11:45:37","2023-01-01 12:45:37",itic.kittaya@gmail.com
788070,"อุบัติเหตุ ทางพิเศษศรีรัช (ด่วนขั้นที่ 2)","Accident at Si Rat Expressway.","ทางพิเศษศรีรัช มาจาก พระราม 9 ก่อนถึงทางลง `อนุสาวรีย์ชัยสมรภูมิ` 300 เมตร มีอุบัติเหตุ (รถชนกัน) กีดขวางการจราจร เลนขวา

Cr.@Traffic_1197","Cars accident blocking the right lane, 300 M. before the way down to Victory Monument on Si Rat Expressway.

Cr.@Traffic_1197",13.763200390043,100.54375693202,3,"2023-01-01 12:14:52","2023-01-01 13:14:52",itic.kittaya@gmail.com
788071,"อุบัติเหตุ ทางพิเศษบูรพาวิถี ขาออก (กม.15)","Accident at Burapha Withi Expressway.","ทางพิเศษบูรพาวิถี ขาออก ช่วง `กม.15+800` มีอุบัติเหตุ (รถบรรทุก ชนกับ รถนั่งส่วนบุคคล) กีดขวางการจราจร เลนขวา การจราจรชะลอตัว

Cr.@Traffic_1197","Cars accident blocking the right lane on outbound Burapha Withi Expressway. (Km.15)

Cr.@Traffic_1197",13.620815849633,100.73797702789,3,"2023-01-01 12:16:28","2023-01-01 13:16:28",itic.kittaya@gmail.com
788072,"รถเสีย ซอยรามคำแหง 186 (ซอยหมู่บ้านปรีชา 9)","Car breakdown at Soi Ramkhamhaeng 186 (Soi Muban Pricha 9)","ซอยรามคำแหง 186 เข้าซอย 500 เมตร มีรถนั่งส่วนบุคคล จอดเสีย กีดขวางการจราจร เลนซ้าย

Cr.FM91trafficpro","Car breakdown blocking the left lane in Soi Ramkhamhaeng 186.

Cr.FM91trafficpro",13.798537195489,100.72552889585,1,"2023-01-01 12:40:41","2023-01-01 13:40:41",itic.kittaya@gmail.com
788073,"ระวัง ถนนงามวงศ์วาน ขาเข้า","Warning at Ngamwongwan Rd.","ถนนงามวงศ์วาน ขาเช้า บนสะพานข้ามแยกพงษ์เพชร มีสิ่งของตกหล่น กีดขวางการจราจร เลนซ้าย

Cr.FM91trafficpro","Caution! fallen objects blocking the left lane on Phongphet Overpass on inbound Ngamwongwan Rd.

Cr.FM91trafficpro",13.856288903724,100.5453273654,12,"2023-01-01 12:41:50","2023-01-01 13:41:50",itic.kittaya@gmail.com
788074,"คืบหน้ารถเสีย ถนนรังสิต-นครนายก ขาออก","Car breakdown at Rangsit-Nakon Nayok Rd.","คืบหน้ารถเสีย ตรงข้าม โลตัส คลอง 7 ถนนรังสิต-นครนายก ขาออก ขณะนี้เคลื่อนย้ายพ้นกีดขวางแล้ว 

Cr.FM91trafficpro","Update car breakdown was moved out of locale opposite Lotus Khlong 7 on inbound Rangsit-Nakon Nayok Rd.

Cr.FM91trafficpro",14.032957612424,100.76668739319,1,"2023-01-01 12:50:18","2023-01-01 13:50:18",itic.kittaya@gmail.com
788075,"คืบหน้าอุบัติเหตุ ทางพิเศษศรีรัช (ด่วนขั้นที่ 2)","Accident at Si Rat Expressway.","คืบหน้าอุบัติเหตุ รถชนกัน บนทางพิเศษศรีรัช (ด่วนขั้นที่ 2) มาจาก พระราม 9 ช่วงก่อนถึงทางลง `อนุสาวรีย์ชัยสมรภูมิ` 300 เมตร ล่าสุด จนท.เคลื่อนย้ายพ้นกีดขวางแล้ว

Cr.@Traffic_1197","Update cars accident was moved out of locale, 300 M. before the way down to Victory Monument on Si Rat Expressway.

Cr.@Traffic_1197",13.763222534204,100.54376095533,3,"2023-01-01 12:51:15","2023-01-01 13:51:15",itic.kittaya@gmail.com
788076,"อุบัติเหตุ ถนนบางขุนเทียน-ชายทะเล","Accident at Bang Khun Thian-Chai Thale Rd.","ถนนบางขุนเทียนชายทะเล บริเวณตรงข้าม `ขนส่งบางขุนเทียน` มีอุบัติเหตุ (จยย. ชนกับ รถกระบะ) กีดขวางการจราจร เลนซ้าย 

Cr.@Traffic_1197","Cars accident blocking the left lane opposite Bang Khun Thian Transport on Bang Khun Thian-Chai Thale Rd.

Cr.@Traffic_1197",13.621050459109,100.43779626489,3,"2023-01-01 13:17:09","2023-01-01 14:17:09",itic.kittaya@gmail.com
788077,"รถเสีย ถนนรามอินทรา ขาออก","Car breakdown at Rarm Inthra Rd.","ถนนรามอินทรา ขาออก ก่อนถึง `แฟชั่นไอส์แลนด์` ประมาณ 300 เมตร มี (รถประจำทาง จอดเสีย) กีดขวางการจราจร 1 ช่องทาง 

Cr.@Traffic_1197","Car breakdown blocking the left lane, 300 M. before Fashion Island on outbound Ram Inthra Rd.

Cr.@Traffic_1197",13.829902104419,100.67170098424,1,"2023-01-01 13:18:18","2023-01-01 14:18:18",itic.kittaya@gmail.com
788078,"อุบัติเหตุ สะพานสมเด็จพระปิ่นเกล้า ขาเข้า","Accident at Somdet Phra Pinklao Bridge","สะพานสมเด็จพระปิ่นเกล้า ขาเข้า มีอุบัติเหตุ (รถชนกัน) กีดขวางการจราจร 1 ช่องทาง การจราจรติดขัด

Cr.@Traffic_1197","Cars accident blocking traffic lane on inbound Somdet Phra Pin Klao Bridge.

Cr.@Traffic_1197",13.762084061104,100.49101531506,3,"2023-01-01 13:22:15","2023-01-01 14:22:15",itic.kittaya@gmail.com
788079,"เพลิงไหม้ ซอยร่มเกล้า 5 (ซอยออมทรัพย์)","Fire at Soi Rom Klao 5 (Soi Omsap)","เพลิงไหม้หญ้า ภายในซอยร่มเกล้า 5 ถนนร่มเกล้า แขวงแสนแสบ เขตมีนบุรี เจ้าหน้าที่สถานีดับเพลิงและกู้ภัยบางชันกำลังไปที่เกิดเหตุ

Cr.ศูนย์วิทยุพระราม199","Fire in Soi Rom Klao 5.

Cr.ศูนย์วิทยุพระราม199",13.794252257751,100.74940592051,15,"2023-01-01 13:30:18","2023-01-01 14:30:18",itic.kittaya@gmail.com
788080,"รถเสีย ถนนทวีวัฒนา","Car breakdown at Thawi Watthana Rd.","ถนนทวีวัฒนา เลย `ซอยทวีวัฒนา 45` เล็กน้อย มี (รถจอดเสีย) กีดขวางการจราจร เลนซ้าย

Cr.@Traffic_1197","Car breakdown blocking the left lane  past Soi Thawi Watthana 45 on Thawi Watthana Rd.

Cr.@Traffic_1197",13.786692862702,100.33582538366,1,"2023-01-01 14:16:13","2023-01-01 15:16:13",itic.kittaya@gmail.com
788081,"รถเสีย ถนนวัฒนธรรม","Car breakdown at Watthanatham Rd.","ถนนวัฒนธรรม บริเวณหน้า `องค์การขนส่งมวลชนกรุงเทพ ขสมก.` มี (รถนั่งส่วนบุคคล จอดเสีย) กีดขวางการจราจร เลนซ้าย

Cr.@Traffic_1197","Car breakdown blocking the left lane in front of BMTA on Watthanatham Rd.

Cr.@Traffic_1197",13.765339245776,100.57280927896,1,"2023-01-01 14:18:00","2023-01-01 15:18:00",itic.kittaya@gmail.com
788082,"เพลิงไหม้ ซอยเสรีไทย 89","Fire at Soi Seri Thai 89","เพลิงไหม้ เคหะชุมชนบางชัน ซอยเสรีไทย 89 ถนนเสรีไทย แขวงมีนบุรี เขตมีนบุรี เจ้าหน้าที่สถานีดับเพลิงและกู้ภัยบางชันกำลังไปที่เกิดเหตุ

Cr.ศูนย์วิทยุพระราม199","Fire in Soi Seri Thai 89.

Cr.ศูนย์วิทยุพระราม199",13.804397925133,100.70870473981,15,"2023-01-01 14:34:51","2023-01-01 15:34:51",itic.kittaya@gmail.com
788083,"อุบัติเหตุ ซอยสุขุมวิท 5 (ซอยเลิศสิน 1)","Accident at Soi Sukhumvit 5 (Soi Loetsin 1)","ซอยสุขุมวิท 5 เข้าซอยมาเล็กน้อย มีอุบัติเหตุ รถกระบะ ชนคน มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Car accident blocking traffic lane in Soi Sukhumvit 5.

Cr.ศูนย์ชาลีกรุงเทพ",13.741782097755,100.55414378643,3,"2023-01-01 14:36:53","2023-01-01 15:36:53",itic.kittaya@gmail.com
788084,"อุบัติเหตุ ถนนศรีสมาน ขาออก","Accident at Srisaman Rd.","ถนนศรีสมาน ขาออก ตรงข้ามโรบินสัน ศรีสมาน มีอุบัติเหตุ มีอุบัติเหตุ จยย. เสียหลักล้ม มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Motorcycle accident blocking traffic lane opposite Robinson Srisaman on outbound Srisaman Rd.

Cr.ศูนย์ชาลีกรุงเทพ",13.939040697136,100.55278792977,3,"2023-01-01 14:39:42","2023-01-01 15:39:42",itic.kittaya@gmail.com
788085,"อุบัติเหตุ ปากซอยเลี่ยงเมืองปากเกร็ด 20","Accident at Pak Kret Bypass Road 20","ปากซอยเลี่ยงเมืองปากเกร็ด 20 มีอุบัติเหตุ รถกระบะ ชนกับ รถจักรยาน มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Cars accident blocking traffic lane at the entrance of Soi Pak Kret Bypass Road 20.

Cr.ศูนย์ชาลีกรุงเทพ",13.912203794961,100.52050217986,3,"2023-01-01 14:41:41","2023-01-01 15:41:41",itic.kittaya@gmail.com
788086,"คืบหน้ารถเสีย ถนนวัฒนธรรม","Car breakdown at Watthanatham Rd.","คืบหน้ารถเสีย หน้า `องค์การขนส่งมวลชนกรุงเทพ ขสมก.` ถนนวัฒนธรรม  ล่าสุด จนท.เคลื่อนย้ายพ้นกีดขวางแล้ว 

Cr.@Traffic_1197","Update car breakdown was moved out of locale in front of BMTA on Watthanatham Rd.

Cr.@Traffic_1197",13.765327522503,100.57281196117,1,"2023-01-01 15:18:17","2023-01-01 16:18:17",itic.kittaya@gmail.com
788087,"คืบหน้าเพลิงไหม้ ซอยเสรีไทย 89","Fire at Soi Seri Thai 89","คืบหน้า เหตุเพลิงไหม้ เคหะชุมชนบางชัน ซอยเสรีไทย 89 เพลิงลุกไหม้เสียหายจำนวน 1 ห้อง ไม่ลุกลามห้องข้างเคียง ขณะนี้เพลิงสงบ ไม่มีผู้ได้รับบาดเจ็บ รายละเอียดเพิ่มเติมอยู่ระหว่างการตรวจสอบ

Cr.ศูนย์วิทยุพระราม199","Update now fireman can control fire in Soi Seri Thai 89.

Cr.ศูนย์วิทยุพระราม199",13.804399227501,100.70869937539,15,"2023-01-01 15:36:51","2023-01-01 16:36:51",itic.kittaya@gmail.com
788088,"อุบัติเหตุ ปากซอยพัฒนาชนบท 3 แยก 15","Accident at Soi Phatthana Chonnabot 3 Yaek 15","ปากซอยพัฒนาชนบท 3 แยก 15 มีอุบัติเหตุ จยย. ชนกับ รถนั่งส่วนบุคคล มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Cars accident blocking traffic lane at the entrance of Soi Phatthana Chonnabot 3 Yaek 15.

Cr.ศูนย์ชาลีกรุงเทพ",13.742718749358,100.71630477905,3,"2023-01-01 16:04:51","2023-01-01 17:04:51",itic.kittaya@gmail.com
788089,"อุบัติเหตุ ซอยเจริญกรุง 43 (ซอยสะพานยาว)","Accident at Soi Charoenkrung 43 (Soi Saphan Yao)","ซอยเจริญกรุง 43 บริเวณ ใต้ทางพิเศษศรีรัช มีอุบัติเหตุ รถสองแถวเสียหลัก ชนขอบทาง มีผู้ได้รับบาดเจ็บ 2 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Car accident blocking traffic lane in Soi Charoenkrung 43.

Cr.ศูนย์ชาลีกรุงเทพ",13.728190457887,100.51728889346,3,"2023-01-01 16:08:00","2023-01-01 17:08:00",itic.kittaya@gmail.com
788090,"เพลิงไหม้ ซอยเพชรเกษม 81","Fire at Soi Phet Kasem 81","เพลิงไหม้หญ้า ซอยเพชรเกษม 81 (ซอยสถิตย์ ) แขวงหนองแขม เขตหนองแขม เจ้าหน้าที่สถานีดับเพลิงและกู้ภัยหนองแขมกำลังไปที่เกิดเหตุ

Cr.ศูนย์วิทยุพระราม199","Fire in Soi Phet Kasem 81.

Cr.ศูนย์วิทยุพระราม199",13.703982022429,100.34351930022,15,"2023-01-01 17:06:34","2023-01-01 18:06:34",itic.kittaya@gmail.com
788091,"รถเสีย ปากซอยบางรักน้อย 1","Car breakdown at Soi Bang Rak Noi 1","ปากซอยบางรักน้อย 1 มีรถกระบะ จอดเสีย กีดขวางการจราจร เลนซ้าย ในช่องคู่ขนาน

Cr.ศูนย์ชาลีกรุงเทพ","Car breakdown blocking the left lane at the entrance of Soi Bang Rak Noi 1.

Cr.ศูนย์ชาลีกรุงเทพ",13.884697197589,100.45063197613,1,"2023-01-01 17:08:54","2023-01-01 18:08:54",itic.kittaya@gmail.com
788092,"อุบัติเหตุ ปากซอยลาดพร้าว 83 (ซอยจิตต์อารีย์)","Accident at Soi Lad Phrao 83 (Soi Chit Ari)","ปากซอยลาดพร้าว 83 มีอุบัติเหตุ จยย. เสียหลักล้ม มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Motorcycle accident blocking traffic lane at the entrance of Soi Lad Phrao 83.

Cr.ศูนย์ชาลีกรุงเทพ",13.78413219889,100.61299011111,3,"2023-01-01 17:09:54","2023-01-01 18:09:54",itic.kittaya@gmail.com
788093,"อุบัติเหตุ ซอยเพชรเกษม 63 (ซอยวัดม่วง)","Accident at Soi Phet Kasem 63 (Soi Wat Muang)","ซอยเพชรเกษม 63 บนสะพานข้ามคลองแรก มีอุบัติเหตุ จยย. เสียหลักล้ม มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Motorcycle accident blocking traffic lane in Soi Phet Kasem 63.

Cr.ศูนย์ชาลีกรุงเทพ",13.703374857744,100.39139404893,3,"2023-01-01 17:11:16","2023-01-01 18:11:16",itic.kittaya@gmail.com
788094,"อุบัติเหตุ ปากซอยกาญจนาภิเษก 9","Accident at Soi Kanchana Phisek 9","ปากซอยกาญจนาภิเษก 9 มีอุบัติเหตุ จยย. เสียหลักล้ม มีผู้ได้รับบาดเจ็บ 3 ราย 

Cr.ศูนย์ชาลีกรุงเทพ","Motorcycle accident blocking traffic lane at the entrance of Soi Kanchana Phisek 9.

Cr.ศูนย์ชาลีกรุงเทพ",13.770976769347,100.40747120976,3,"2023-01-01 17:26:53","2023-01-01 18:26:53",itic.kittaya@gmail.com
788095,"คืบหน้ารถเสีย ปากซอยบางรักน้อย 1","Car breakdown at Soi Bang Rak Noi 1","คืบหน้ารถเสีย ปากซอยบางรักน้อย 1 ขณะนี้เคลื่อนย้ายพ้นกีดขวางแล้ว

Cr.FM91trafficpro","Update car breakdown was moved out of locale at the entrance of Soi Bang Rak Noi 1.

Cr.FM91trafficpro",13.884688084161,100.45063197613,1,"2023-01-01 17:31:13","2023-01-01 18:31:13",itic.kittaya@gmail.com
788096,"รถเสีย ถนนรามอินทรา ขาออก","Car breakdown at Rarm Inthra Rd.","ถนนรามอินทรา ขาออก เลย `ซอยรามอินทรา 5` เล็กน้อย มี (รถนั่งส่วนบุคคล จอดเสีย) กีดขวางการจราจร เลนซ้าย

Cr.@Traffic_1197","Car breakdown blocking the left lane past Soi Rarm Inthra 5 on outbound Rarm Inthra Rd.

Cr.@Traffic_1197",13.870044946675,100.60449153185,1,"2023-01-01 17:37:17","2023-01-01 18:37:17",itic.kittaya@gmail.com
